run,pop,Herbicide,Rate,rep,count,biomass,count_red,bio_red
2,A82,S-metolachlor,0.5x,3,0,0,0.99,1
2,A82,S-metolachlor,0.5x,4,0,0,0.99,1
2,A82,Mesotrione,0.5x,1,0,0,0.99,1
2,A82,Mesotrione,0.5x,2,0,0,0.99,1
2,A82,Mesotrione,0.5x,3,0,0,0.99,1
2,A82,Mesotrione,0.5x,4,0,0,0.99,1
2,A82,Fomesafen,1x,1,0,0,0.99,1
2,A82,Fomesafen,1x,2,0,0,0.99,1
2,A82,Fomesafen,1x,3,0,0,0.99,1
2,A82,Fomesafen,1x,4,0,0,0.99,1
2,A82,S-metolachlor,1x,1,0,0,0.99,1
2,A82,S-metolachlor,1x,2,0,0,0.99,1
2,A82,S-metolachlor,1x,3,0,0,0.99,1
2,A82,S-metolachlor,1x,4,0,0,0.99,1
2,A82,Mesotrione,1x,1,0,0,0.99,1
2,A82,Mesotrione,1x,2,0,0,0.99,1
2,A82,Mesotrione,1x,3,0,0,0.99,1
2,A82,Mesotrione,1x,4,0,0,0.99,1
2,A82,Fomesafen,3x,1,0,0,0.99,1
2,A82,Fomesafen,3x,2,0,0,0.99,1
2,A82,Fomesafen,3x,3,0,0,0.99,1
2,A82,Fomesafen,3x,4,0,0,0.99,1
2,A82,S-metolachlor,3x,1,0,0,0.99,1
2,A82,S-metolachlor,3x,2,0,0,0.99,1
2,A82,S-metolachlor,3x,3,0,0,0.99,1
2,A82,S-metolachlor,3x,4,0,0,0.99,1
2,A82,Mesotrione,3x,1,0,0,0.99,1
2,A82,Mesotrione,3x,2,0,0,0.99,1
2,A82,Mesotrione,3x,3,0,0,0.99,1
2,A82,Mesotrione,3x,4,0,0,0.99,1
2,A87,Fomesafen,0.5x,1,3,0.011,0.93,0.984715854
2,A87,Fomesafen,0.5x,2,0,0,0.99,1
2,A87,Fomesafen,0.5x,3,5,0.0061,0.89,0.991524246
2,A87,Fomesafen,0.5x,4,0,0,0.99,1
2,A87,S-metolachlor,0.5x,1,0,0,0.99,1
2,A87,S-metolachlor,0.5x,2,0,0,0.99,1
2,A87,S-metolachlor,0.5x,3,0,0,0.99,1
2,A87,S-metolachlor,0.5x,4,0,0,0.99,1
2,A87,Mesotrione,0.5x,1,0,0,0.99,1
2,A87,Mesotrione,0.5x,2,0,0,0.99,1
2,A87,Mesotrione,0.5x,3,0,0,0.99,1
2,A87,Mesotrione,0.5x,4,0,0,0.99,1
2,A87,Fomesafen,1x,1,0,0,0.99,1
2,A87,Fomesafen,1x,2,0,0,0.99,1
2,A87,Fomesafen,1x,3,0,0,0.99,1
2,A87,Fomesafen,1x,4,0,0,0.99,1
2,A87,S-metolachlor,1x,1,0,0,0.99,1
2,A87,S-metolachlor,1x,2,0,0,0.99,1
2,A87,S-metolachlor,1x,3,0,0,0.99,1
2,A87,S-metolachlor,1x,4,0,0,0.99,1
2,A87,Mesotrione,1x,1,0,0,0.99,1
2,A87,Mesotrione,1x,2,0,0,0.99,1
2,A87,Mesotrione,1x,3,0,0,0.99,1
2,A87,Mesotrione,1x,4,0,0,0.99,1
2,A87,Fomesafen,3x,1,0,0,0.99,1
2,A87,Fomesafen,3x,2,0,0,0.99,1
2,A87,Fomesafen,3x,3,0,0,0.99,1
2,A87,Fomesafen,3x,4,0,0,0.99,1
2,A87,S-metolachlor,3x,1,0,0,0.99,1
2,A87,S-metolachlor,3x,2,0,0,0.99,1
2,A87,S-metolachlor,3x,3,0,0,0.99,1
2,A87,S-metolachlor,3x,4,0,0,0.99,1
2,A87,Mesotrione,3x,1,0,0,0.99,1
2,A87,Mesotrione,3x,2,0,0,0.99,1
2,A87,Mesotrione,3x,3,0,0,0.99,1
2,A87,Mesotrione,3x,4,0,0,0.99,1
2,A90,Fomesafen,0.5x,1,0,0,0.99,1
2,A90,Fomesafen,0.5x,2,1,0.0018,0.97,0.998296382
2,A90,Fomesafen,0.5x,3,0,0,0.99,1
2,A90,Fomesafen,0.5x,4,0,0,0.99,1
2,A90,S-metolachlor,0.5x,1,0,0,0.99,1
2,A90,S-metolachlor,0.5x,2,0,0,0.99,1
2,A90,S-metolachlor,0.5x,3,0,0,0.99,1
2,A90,S-metolachlor,0.5x,4,0,0,0.99,1
2,A90,Mesotrione,0.5x,1,0,0,0.99,1
2,A90,Mesotrione,0.5x,2,0,0,0.99,1
2,A90,Mesotrione,0.5x,3,0,0,0.99,1
2,A90,Mesotrione,0.5x,4,0,0,0.99,1
2,A90,Fomesafen,1x,1,0,0,0.99,1
2,A90,Fomesafen,1x,2,0,0,0.99,1
2,A90,Fomesafen,1x,3,0,0,0.99,1
2,A90,Fomesafen,1x,4,0,0,0.99,1
2,A90,S-metolachlor,1x,1,0,0,0.99,1
2,A90,S-metolachlor,1x,2,0,0,0.99,1
2,A90,S-metolachlor,1x,3,0,0,0.99,1
2,A90,S-metolachlor,1x,4,0,0,0.99,1
2,A90,Mesotrione,1x,1,0,0,0.99,1
2,A90,Mesotrione,1x,2,0,0,0.99,1
2,A90,Mesotrione,1x,3,0,0,0.99,1
2,A90,Mesotrione,1x,4,0,0,0.99,1
2,A90,Fomesafen,3x,1,0,0,0.99,1
2,A90,Fomesafen,3x,2,0,0,0.99,1
2,A90,Fomesafen,3x,3,0,0,0.99,1
2,A90,Fomesafen,3x,4,0,0,0.99,1
2,A90,S-metolachlor,3x,1,0,0,0.99,1
2,A90,S-metolachlor,3x,2,0,0,0.99,1
2,A90,S-metolachlor,3x,3,0,0,0.99,1
2,A90,S-metolachlor,3x,4,0,0,0.99,1
2,A90,Mesotrione,3x,1,0,0,0.99,1
2,A90,Mesotrione,3x,2,0,0,0.99,1
2,A90,Mesotrione,3x,3,0,0,0.99,1
2,A90,Mesotrione,3x,4,0,0,0.99,1
2,A91,Fomesafen,0.5x,1,3,0.1332,0.82,0.835889854
2,A91,Fomesafen,0.5x,2,2,0.3569,0.88,0.560278445
2,A91,Fomesafen,0.5x,3,0,0,0.99,1
2,A91,Fomesafen,0.5x,4,7,0.2066,0.58,0.745456786
2,A91,S-metolachlor,0.5x,1,0,0,0.99,1
2,A91,S-metolachlor,0.5x,2,0,0,0.99,1
2,A91,S-metolachlor,0.5x,3,0,0,0.99,1
2,A91,S-metolachlor,0.5x,4,0,0,0.99,1
2,A91,Mesotrione,0.5x,1,0,0,0.99,1
2,A91,Mesotrione,0.5x,2,0,0,0.99,1
2,A91,Mesotrione,0.5x,3,0,0,0.99,1
2,A91,Mesotrione,0.5x,4,1,0.0014,0.94,0.998275119
2,A91,Fomesafen,1x,1,0,0,0.99,1
2,A91,Fomesafen,1x,2,0,0,0.99,1
2,A91,Fomesafen,1x,3,0,0,0.99,1
2,A91,Fomesafen,1x,4,0,0,0.99,1
2,A91,S-metolachlor,1x,1,0,0,0.99,1
2,A91,S-metolachlor,1x,2,0,0,0.99,1
2,A91,S-metolachlor,1x,3,0,0,0.99,1
2,A91,S-metolachlor,1x,4,0,0,0.99,1
2,A91,Mesotrione,1x,1,0,0,0.99,1
2,A91,Mesotrione,1x,2,0,0,0.99,1
2,A91,Mesotrione,1x,3,0,0,0.99,1
2,A91,Mesotrione,1x,4,0,0,0.99,1
2,A91,Fomesafen,3x,1,0,0,0.99,1
2,A91,Fomesafen,3x,2,0,0,0.99,1
2,A91,Fomesafen,3x,3,0,0,0.99,1
2,A91,Fomesafen,3x,4,0,0,0.99,1
2,A91,S-metolachlor,3x,1,0,0,0.99,1
2,A91,S-metolachlor,3x,2,0,0,0.99,1
2,A91,S-metolachlor,3x,3,0,0,0.99,1
2,A91,S-metolachlor,3x,4,0,0,0.99,1
2,A91,Mesotrione,3x,1,0,0,0.99,1
2,A91,Mesotrione,3x,2,0,0,0.99,1
2,A91,Mesotrione,3x,3,0,0,0.99,1
2,A91,Mesotrione,3x,4,0,0,0.99,1
